date,area,area_type,variant_name,specimens,percentage,specimens_7d_avg,percentage_7d_avg
2021-12-10,California,State,Alpha,0.0,0.0,0.0,0.0
2021-12-10,California,State,Total,1133.0,100.0,1086.57142857142,100.0
2021-12-10,California,State,Lambda,0.0,0.0,0.0,0.0
2021-12-10,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-12-10,California,State,Delta,1080.0,95.32,1055.42857142857,97.133841703918
2021-12-11,California,State,Lambda,0.0,0.0,0.0,0.0
2021-12-11,California,State,Mu,0.0,0.0,0.0,0.0
2021-12-11,California,State,Beta,0.0,0.0,0.0,0.0
2021-12-11,California,State,Alpha,0.0,0.0,0.0,0.0
2021-12-11,California,State,Other,1.0,0.13,1.57142857142,0.145080453706
2021-12-11,California,State,Delta,705.0,92.4,1044.28571428571,96.412556053812
2021-12-11,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-12-11,California,State,Total,763.0,100.0,1083.14285714285,100.0
2021-12-11,California,State,Omicron,57.0,7.47,37.28571428571,3.442363492482
2021-12-11,California,State,Gamma,0.0,0.0,0.0,0.0
2021-12-12,California,State,Omicron,48.0,10.53,43.71428571428,4.028436018957
2021-12-12,California,State,Alpha,0.0,0.0,0.0,0.0
2021-12-12,California,State,Other,1.0,0.22,1.71428571428,0.157977883096
2021-12-12,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-12-12,California,State,Gamma,0.0,0.0,0.0,0.0
2021-12-12,California,State,Total,456.0,100.0,1085.14285714285,100.0
2021-12-12,California,State,Mu,0.0,0.0,0.0,0.0
2021-12-12,California,State,Lambda,0.0,0.0,0.0,0.0
2021-12-12,California,State,Delta,407.0,89.25,1039.71428571428,95.813586097946
2021-12-12,California,State,Beta,0.0,0.0,0.0,0.0
2021-12-13,California,State,Lambda,0.0,0.0,0.0,0.0
2021-12-13,California,State,Omicron,254.0,15.26,77.57142857142,6.980331662167
2021-12-13,California,State,Gamma,0.0,0.0,0.0,0.0
2021-12-13,California,State,Delta,1409.0,84.68,1032.71428571428,92.929682478468
2021-12-13,California,State,Alpha,0.0,0.0,0.0,0.0
2021-12-13,California,State,Total,1664.0,100.0,1111.28571428571,100.0
2021-12-13,California,State,Beta,0.0,0.0,0.0,0.0
2021-12-13,California,State,Mu,0.0,0.0,0.0,0.0
2021-12-13,California,State,Other,1.0,0.06,1.0,0.089985859365
2021-12-13,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-12-14,California,State,Mu,0.0,0.0,0.0,0.0
2021-12-14,California,State,Total,1435.0,100.0,1107.0,100.0
2021-12-14,California,State,Gamma,0.0,0.0,0.0,0.0
2021-12-14,California,State,Alpha,0.0,0.0,0.0,0.0
2021-12-14,California,State,Omicron,377.0,26.27,126.71428571428,11.446638275907
2021-12-14,California,State,Delta,1055.0,73.52,979.14285714285,88.450122596464
2021-12-14,California,State,Lambda,0.0,0.0,0.0,0.0
2021-12-14,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-12-14,California,State,Other,3.0,0.21,1.14285714285,0.103239127629
2021-12-14,California,State,Beta,0.0,0.0,0.0,0.0
2021-12-15,California,State,Delta,1011.0,55.58,944.85714285714,80.082334423054
2021-12-15,California,State,Omicron,805.0,44.26,233.57142857142,19.796585543044
2021-12-15,California,State,Lambda,0.0,0.0,0.0,0.0
2021-12-15,California,State,Gamma,0.0,0.0,0.0,0.0
2021-12-15,California,State,Beta,0.0,0.0,0.0,0.0
2021-12-15,California,State,Mu,0.0,0.0,0.0,0.0
2021-12-15,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-12-15,California,State,Alpha,0.0,0.0,0.0,0.0
2021-12-15,California,State,Total,1819.0,100.0,1179.85714285714,100.0
2021-12-15,California,State,Other,3.0,0.16,1.42857142857,0.121080033902
2021-12-16,California,State,Other,1.0,0.06,1.42857142857,0.112523911331
2021-12-16,California,State,Beta,0.0,0.0,0.0,0.0
2021-12-16,California,State,Lambda,0.0,0.0,0.0,0.0
2021-12-16,California,State,Gamma,0.0,0.0,0.0,0.0
2021-12-16,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-12-16,California,State,Delta,777.0,48.05,920.57142857142,72.510408461798
2021-12-16,California,State,Total,1617.0,100.0,1269.57142857142,100.0
2021-12-16,California,State,Omicron,839.0,51.89,347.57142857142,27.377067626871
2021-12-16,California,State,Alpha,0.0,0.0,0.0,0.0
2021-12-16,California,State,Mu,0.0,0.0,0.0,0.0
2021-12-17,California,State,Delta,785.0,47.52,878.42857142857,65.373166064214
2021-12-17,California,State,Total,1652.0,100.0,1343.71428571428,100.0
2021-12-17,California,State,Gamma,0.0,0.0,0.0,0.0
2021-12-17,California,State,Lambda,0.0,0.0,0.0,0.0
2021-12-17,California,State,Mu,0.0,0.0,0.0,0.0
2021-12-17,California,State,Alpha,0.0,0.0,0.0,0.0
2021-12-17,California,State,Other,0.0,0.0,1.42857142857,0.10631511801
2021-12-17,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-12-17,California,State,Omicron,867.0,52.48,463.85714285714,34.520518817776
2021-12-17,California,State,Beta,0.0,0.0,0.0,0.0
2021-12-18,California,State,Mu,0.0,0.0,0.0,0.0
2021-12-18,California,State,Omicron,877.0,60.65,581.0,40.311230052532
2021-12-18,California,State,Other,2.0,0.14,1.57142857142,0.109029636237
2021-12-18,California,State,Lambda,0.0,0.0,0.0,0.0
2021-12-18,California,State,Alpha,0.0,0.0,0.0,0.0
2021-12-18,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-12-18,California,State,Gamma,0.0,0.0,0.0,0.0
2021-12-18,California,State,Beta,0.0,0.0,0.0,0.0
2021-12-18,California,State,Delta,567.0,39.21,858.71428571428,59.57974031123
2021-12-18,California,State,Total,1446.0,100.0,1441.28571428571,100.0
2021-12-19,California,State,Alpha,0.0,0.0,0.0,0.0
2021-12-19,California,State,Mu,0.0,0.0,0.0,0.0
2021-12-19,California,State,Beta,0.0,0.0,0.0,0.0
2021-12-19,California,State,Delta,220.0,33.18,832.0,56.565656565657
2021-12-19,California,State,Other,0.0,0.0,1.42857142857,0.097125097125
2021-12-19,California,State,Total,663.0,100.0,1470.85714285714,100.0
2021-12-19,California,State,Lambda,0.0,0.0,0.0,0.0
2021-12-19,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-12-19,California,State,Gamma,0.0,0.0,0.0,0.0
2021-12-19,California,State,Omicron,443.0,66.82,637.42857142857,43.337218337218
2021-12-20,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-12-20,California,State,Omicron,1627.0,73.35,833.57142857142,53.778801843318
2021-12-20,California,State,Beta,0.0,0.0,0.0,0.0
2021-12-20,California,State,Total,2218.0,100.0,1550.0,100.0
2021-12-20,California,State,Delta,591.0,26.65,715.14285714285,46.138248847926
2021-12-20,California,State,Other,0.0,0.0,1.28571428571,0.082949308756
2021-12-20,California,State,Alpha,0.0,0.0,0.0,0.0
2021-12-20,California,State,Gamma,0.0,0.0,0.0,0.0
2021-12-20,California,State,Mu,0.0,0.0,0.0,0.0
2021-12-20,California,State,Lambda,0.0,0.0,0.0,0.0
2021-12-21,California,State,Alpha,0.0,0.0,0.0,0.0
2021-12-21,California,State,Other,9.0,0.24,2.14285714285,0.113843351548
2021-12-21,California,State,Mu,0.0,0.0,0.0,0.0
2021-12-21,California,State,Beta,0.0,0.0,0.0,0.0
2021-12-21,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-12-21,California,State,Gamma,0.0,0.0,0.0,0.0
2021-12-21,California,State,Omicron,3003.0,79.85,1208.71428571428,64.215239829994
2021-12-21,California,State,Lambda,0.0,0.0,0.0,0.0
2021-12-21,California,State,Total,3761.0,100.0,1882.28571428571,100.0
2021-12-21,California,State,Delta,749.0,19.91,671.42857142857,35.670916818458
2021-12-22,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-12-22,California,State,Other,2.0,0.04,2.0,0.085668828785
2021-12-22,California,State,Delta,665.0,13.34,622.0,26.64300575205
2021-12-22,California,State,Beta,0.0,0.0,0.0,0.0
2021-12-22,California,State,Gamma,0.0,0.0,0.0,0.0
2021-12-22,California,State,Lambda,0.0,0.0,0.0,0.0
2021-12-22,California,State,Mu,0.0,0.0,0.0,0.0
2021-12-22,California,State,Omicron,4318.0,86.62,1710.57142857142,73.271325419165
2021-12-22,California,State,Alpha,0.0,0.0,0.0,0.0
2021-12-22,California,State,Total,4985.0,100.0,2334.57142857142,100.0
2021-12-23,California,State,Other,6.0,0.17,2.71428571428,0.103604340477
2021-12-23,California,State,Delta,399.0,11.04,568.0,21.680571459731
2021-12-23,California,State,Total,3614.0,100.0,2619.85714285714,100.0
2021-12-23,California,State,Mu,0.0,0.0,0.0,0.0
2021-12-23,California,State,Lambda,0.0,0.0,0.0,0.0
2021-12-23,California,State,Alpha,0.0,0.0,0.0,0.0
2021-12-23,California,State,Gamma,0.0,0.0,0.0,0.0
2021-12-23,California,State,Beta,0.0,0.0,0.0,0.0
2021-12-23,California,State,Omicron,3209.0,88.79,2049.14285714285,78.215824199793
2021-12-23,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-12-24,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-12-24,California,State,Other,2.0,0.27,3.0,0.120468104635
2021-12-24,California,State,Gamma,0.0,0.0,0.0,0.0
2021-12-24,California,State,Mu,0.0,0.0,0.0,0.0
2021-12-24,California,State,Beta,0.0,0.0,0.0,0.0
2021-12-24,California,State,Alpha,0.0,0.0,0.0,0.0
2021-12-24,California,State,Total,745.0,100.0,2490.28571428571,100.0
2021-12-24,California,State,Lambda,0.0,0.0,0.0,0.0
2021-12-24,California,State,Omicron,639.0,85.77,2016.57142857142,80.977512620468
2021-12-24,California,State,Delta,104.0,13.96,470.71428571428,18.902019274897
2021-12-25,California,State,Mu,0.0,0.0,0.0,0.0
2021-12-25,California,State,Omicron,193.0,85.78,1918.85714285714,82.857319104312
2021-12-25,California,State,Delta,32.0,14.22,394.28571428571,17.025476528283
2021-12-25,California,State,Beta,0.0,0.0,0.0,0.0
2021-12-25,California,State,Total,225.0,100.0,2315.85714285714,100.0
2021-12-25,California,State,Other,0.0,0.0,2.71428571428,0.117204367405
2021-12-25,California,State,Alpha,0.0,0.0,0.0,0.0
2021-12-25,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-12-25,California,State,Gamma,0.0,0.0,0.0,0.0
2021-12-25,California,State,Lambda,0.0,0.0,0.0,0.0
2021-12-26,California,State,Lambda,0.0,0.0,0.0,0.0
2021-12-26,California,State,Total,1482.0,100.0,2432.85714285714,100.0
2021-12-26,California,State,Other,3.0,0.2,3.14285714285,0.129183793306
2021-12-26,California,State,Omicron,1353.0,91.3,2048.85714285714,84.216089254257
2021-12-26,California,State,Alpha,0.0,0.0,0.0,0.0
2021-12-26,California,State,Delta,126.0,8.5,380.85714285714,15.654726952437
2021-12-26,California,State,Mu,0.0,0.0,0.0,0.0
2021-12-26,California,State,Beta,0.0,0.0,0.0,0.0
2021-12-26,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-12-26,California,State,Gamma,0.0,0.0,0.0,0.0
2021-12-27,California,State,Omicron,3797.0,91.85,2358.85714285714,87.152961047187
2021-12-27,California,State,Delta,323.0,7.81,342.57142857142,12.6570252296
2021-12-27,California,State,Lambda,0.0,0.0,0.0,0.0
2021-12-27,California,State,Total,4134.0,100.0,2706.57142857142,100.0
2021-12-27,California,State,Alpha,0.0,0.0,0.0,0.0
2021-12-27,California,State,Other,14.0,0.34,5.14285714285,0.190013723213
2021-12-27,California,State,Beta,0.0,0.0,0.0,0.0
2021-12-27,California,State,Mu,0.0,0.0,0.0,0.0
2021-12-27,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-12-27,California,State,Gamma,0.0,0.0,0.0,0.0
2021-12-28,California,State,Gamma,0.0,0.0,0.0,0.0
2021-12-28,California,State,Alpha,0.0,0.0,0.0,0.0
2021-12-28,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-12-28,California,State,Omicron,1911.0,93.54,2202.85714285714,89.505456234038
2021-12-28,California,State,Lambda,0.0,0.0,0.0,0.0
2021-12-28,California,State,Beta,0.0,0.0,0.0,0.0
2021-12-28,California,State,Mu,0.0,0.0,0.0,0.0
2021-12-28,California,State,Delta,122.0,5.97,253.0,10.279777107035
2021-12-28,California,State,Total,2043.0,100.0,2461.14285714285,100.0
2021-12-28,California,State,Other,10.0,0.49,5.28571428571,0.214766658927
2021-12-29,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-12-29,California,State,Lambda,0.0,0.0,0.0,0.0
2021-12-29,California,State,Omicron,1273.0,92.45,1767.85714285714,90.859030837004
2021-12-29,California,State,Gamma,0.0,0.0,0.0,0.0
2021-12-29,California,State,Mu,0.0,0.0,0.0,0.0
2021-12-29,California,State,Beta,0.0,0.0,0.0,0.0
2021-12-29,California,State,Other,11.0,0.8,6.57142857142,0.337738619677
2021-12-29,California,State,Alpha,0.0,0.0,0.0,0.0
2021-12-29,California,State,Total,1377.0,100.0,1945.71428571428,100.0
2021-12-29,California,State,Delta,93.0,6.75,171.28571428571,8.803230543319
2021-12-30,California,State,Total,1655.0,100.0,1665.85714285714,100.0
2021-12-30,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-12-30,California,State,Other,8.0,0.48,6.85714285714,0.411628505274
2021-12-30,California,State,Omicron,1562.0,94.38,1532.57142857142,91.998970928737
2021-12-30,California,State,Lambda,0.0,0.0,0.0,0.0
2021-12-30,California,State,Mu,0.0,0.0,0.0,0.0
2021-12-30,California,State,Beta,0.0,0.0,0.0,0.0
2021-12-30,California,State,Alpha,0.0,0.0,0.0,0.0
2021-12-30,California,State,Gamma,0.0,0.0,0.0,0.0
2021-12-30,California,State,Delta,85.0,5.14,126.42857142857,7.589400565989
2021-12-31,California,State,Alpha,0.0,0.0,0.0,0.0
2021-12-31,California,State,Other,0.0,0.0,6.57142857142,0.386424731183
2021-12-31,California,State,Delta,49.0,4.96,118.57142857142,6.972446236559
2021-12-31,California,State,Lambda,0.0,0.0,0.0,0.0
2021-12-31,California,State,Total,988.0,100.0,1700.57142857142,100.0
2021-12-31,California,State,Omicron,939.0,95.04,1575.42857142857,92.641129032258
2021-12-31,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-12-31,California,State,Gamma,0.0,0.0,0.0,0.0
2021-12-31,California,State,Beta,0.0,0.0,0.0,0.0
2021-12-31,California,State,Mu,0.0,0.0,0.0,0.0
2022-01-01,California,State,Lambda,0.0,0.0,0.0,0.0
2022-01-01,California,State,Epsilon,0.0,0.0,0.0,0.0
2022-01-01,California,State,Omicron,411.0,92.78,1606.57142857142,92.773469724468
2022-01-01,California,State,Mu,0.0,0.0,0.0,0.0
2022-01-01,California,State,Alpha,0.0,0.0,0.0,0.0
2022-01-01,California,State,Delta,29.0,6.55,118.14285714285,6.822306550074
2022-01-01,California,State,Gamma,0.0,0.0,0.0,0.0
2022-01-01,California,State,Beta,0.0,0.0,0.0,0.0
2022-01-01,California,State,Other,3.0,0.68,7.0,0.404223725458
2022-01-01,California,State,Total,443.0,100.0,1731.71428571428,100.0
2022-01-02,California,State,Other,3.0,0.24,7.0,0.412596833951
2022-01-02,California,State,Omicron,1205.0,97.49,1585.42857142857,93.448972718087
2022-01-02,California,State,Epsilon,0.0,0.0,0.0,0.0
2022-01-02,California,State,Delta,28.0,2.27,104.14285714285,6.138430447962
2022-01-02,California,State,Alpha,0.0,0.0,0.0,0.0
2022-01-02,California,State,Mu,0.0,0.0,0.0,0.0
2022-01-02,California,State,Lambda,0.0,0.0,0.0,0.0
2022-01-02,California,State,Gamma,0.0,0.0,0.0,0.0
2022-01-02,California,State,Beta,0.0,0.0,0.0,0.0
2022-01-02,California,State,Total,1236.0,100.0,1696.57142857142,100.0
2022-01-03,California,State,Omicron,3111.0,96.47,1487.42857142857,94.939363545181
2022-01-03,California,State,Other,6.0,0.19,5.85714285714,0.373848819185
2022-01-03,California,State,Lambda,0.0,0.0,0.0,0.0
2022-01-03,California,State,Alpha,0.0,0.0,0.0,0.0
2022-01-03,California,State,Mu,0.0,0.0,0.0,0.0
2022-01-03,California,State,Epsilon,0.0,0.0,0.0,0.0
2022-01-03,California,State,Gamma,0.0,0.0,0.0,0.0
2022-01-03,California,State,Delta,108.0,3.35,73.42857142857,4.686787635634
2022-01-03,California,State,Beta,0.0,0.0,0.0,0.0
2022-01-03,California,State,Total,3225.0,100.0,1566.71428571428,100.0
2022-01-04,California,State,Omicron,2628.0,97.91,1589.85714285714,95.873535492764
2022-01-04,California,State,Gamma,0.0,0.0,0.0,0.0
2022-01-04,California,State,Epsilon,0.0,0.0,0.0,0.0
2022-01-04,California,State,Lambda,0.0,0.0,0.0,0.0
2022-01-04,California,State,Beta,0.0,0.0,0.0,0.0
2022-01-04,California,State,Other,2.0,0.07,4.71428571428,0.284286698828
2022-01-04,California,State,Alpha,0.0,0.0,0.0,0.0
2022-01-04,California,State,Total,2684.0,100.0,1658.28571428571,100.0
2022-01-04,California,State,Mu,0.0,0.0,0.0,0.0
2022-01-04,California,State,Delta,54.0,2.01,63.71428571428,3.842177808408
2022-01-05,California,State,Mu,0.0,0.0,0.0,0.0
2022-01-05,California,State,Gamma,0.0,0.0,0.0,0.0
2022-01-05,California,State,Alpha,0.0,0.0,0.0,0.0
2022-01-05,California,State,Omicron,925.0,95.95,1540.14285714285,96.301920500223
2022-01-05,California,State,Delta,37.0,3.84,55.71428571428,3.4836980795
2022-01-05,California,State,Total,964.0,100.0,1599.28571428571,100.0
2022-01-05,California,State,Epsilon,0.0,0.0,0.0,0.0
2022-01-05,California,State,Other,2.0,0.21,3.42857142857,0.214381420277
2022-01-05,California,State,Beta,0.0,0.0,0.0,0.0
2022-01-05,California,State,Lambda,0.0,0.0,0.0,0.0
2022-01-06,California,State,Gamma,0.0,0.0,0.0,0.0
2022-01-06,California,State,Lambda,0.0,0.0,0.0,0.0
2022-01-06,California,State,Epsilon,0.0,0.0,0.0,0.0
2022-01-06,California,State,Delta,31.0,2.89,48.0,3.166226912929
2022-01-06,California,State,Total,1072.0,100.0,1516.0,100.0
2022-01-06,California,State,Omicron,1039.0,96.92,1465.42857142857,96.664153788164
2022-01-06,California,State,Alpha,0.0,0.0,0.0,0.0
2022-01-06,California,State,Mu,0.0,0.0,0.0,0.0
2022-01-06,California,State,Other,2.0,0.19,2.57142857142,0.169619298907
2022-01-06,California,State,Beta,0.0,0.0,0.0,0.0
2022-01-07,California,State,Omicron,1047.0,97.85,1480.85714285714,96.93285954741
2022-01-07,California,State,Total,1070.0,100.0,1527.71428571428,100.0
2022-01-07,California,State,Beta,0.0,0.0,0.0,0.0
2022-01-07,California,State,Gamma,0.0,0.0,0.0,0.0
2022-01-07,California,State,Lambda,0.0,0.0,0.0,0.0
2022-01-07,California,State,Epsilon,0.0,0.0,0.0,0.0
2022-01-07,California,State,Alpha,0.0,0.0,0.0,0.0
2022-01-07,California,State,Other,2.0,0.19,2.85714285714,0.187020759304
2022-01-07,California,State,Mu,0.0,0.0,0.0,0.0
2022-01-07,California,State,Delta,21.0,1.96,44.0,2.880119693286
2022-01-08,California,State,Epsilon,0.0,0.0,0.0,0.0
2022-01-08,California,State,Beta,0.0,0.0,0.0,0.0
2022-01-08,California,State,Omicron,506.0,96.75,1494.42857142857,97.094857991461
2022-01-08,California,State,Other,1.0,0.19,2.57142857142,0.167068869501
2022-01-08,California,State,Total,523.0,100.0,1539.14285714285,100.0
2022-01-08,California,State,Gamma,0.0,0.0,0.0,0.0
2022-01-08,California,State,Alpha,0.0,0.0,0.0,0.0
2022-01-08,California,State,Delta,16.0,3.06,42.14285714285,2.738073139038
2022-01-08,California,State,Lambda,0.0,0.0,0.0,0.0
2022-01-08,California,State,Mu,0.0,0.0,0.0,0.0
2022-01-09,California,State,Alpha,0.0,0.0,0.0,0.0
2022-01-09,California,State,Total,434.0,100.0,1424.57142857142,100.0
2022-01-09,California,State,Delta,9.0,2.07,39.42857142857,2.767749699158
2022-01-09,California,State,Mu,0.0,0.0,0.0,0.0
2022-01-09,California,State,Lambda,0.0,0.0,0.0,0.0
2022-01-09,California,State,Omicron,425.0,97.93,1383.0,97.08182912154
2022-01-09,California,State,Gamma,0.0,0.0,0.0,0.0
2022-01-09,California,State,Beta,0.0,0.0,0.0,0.0
2022-01-09,California,State,Epsilon,0.0,0.0,0.0,0.0
2022-01-09,California,State,Other,0.0,0.0,2.14285714285,0.150421179302
2022-01-10,California,State,Lambda,0.0,0.0,0.0,0.0
2022-01-10,California,State,Total,1060.0,100.0,1115.28571428571,100.0
2022-01-10,California,State,Omicron,1038.0,97.92,1086.85714285714,97.451005507878
2022-01-10,California,State,Delta,19.0,1.79,26.71428571428,2.395286281542
2022-01-10,California,State,Beta,0.0,0.0,0.0,0.0
2022-01-10,California,State,Gamma,0.0,0.0,0.0,0.0
2022-01-10,California,State,Other,3.0,0.28,1.71428571428,0.15370821058
2022-01-10,California,State,Mu,0.0,0.0,0.0,0.0
2022-01-10,California,State,Epsilon,0.0,0.0,0.0,0.0
2022-01-10,California,State,Alpha,0.0,0.0,0.0,0.0
2022-01-11,California,State,Total,936.0,100.0,865.57142857142,100.0
2022-01-11,California,State,Alpha,0.0,0.0,0.0,0.0
2022-01-11,California,State,Lambda,0.0,0.0,0.0,0.0
2022-01-11,California,State,Other,1.0,0.11,1.57142857142,0.181548110249
2022-01-11,California,State,Epsilon,0.0,0.0,0.0,0.0
2022-01-11,California,State,Omicron,926.0,98.93,843.71428571428,97.47483083017
2022-01-11,California,State,Gamma,0.0,0.0,0.0,0.0
2022-01-11,California,State,Delta,9.0,0.96,20.28571428571,2.343621059581
2022-01-11,California,State,Beta,0.0,0.0,0.0,0.0
2022-01-11,California,State,Mu,0.0,0.0,0.0,0.0
2022-01-12,California,State,Alpha,0.0,0.0,0.0,0.0
2022-01-12,California,State,Delta,13.0,1.29,16.85714285714,1.933475339997
2022-01-12,California,State,Gamma,0.0,0.0,0.0,0.0
2022-01-12,California,State,Beta,0.0,0.0,0.0,0.0
2022-01-12,California,State,Mu,0.0,0.0,0.0,0.0
2022-01-12,California,State,Lambda,0.0,0.0,0.0,0.0
2022-01-12,California,State,Total,1008.0,100.0,871.85714285714,100.0
2022-01-12,California,State,Epsilon,0.0,0.0,0.0,0.0
2022-01-12,California,State,Omicron,990.0,98.21,853.0,97.837129280682
2022-01-12,California,State,Other,5.0,0.5,2.0,0.229395379322
2022-01-13,California,State,Beta,0.0,0.0,0.0,0.0
2022-01-13,California,State,Delta,12.0,1.27,14.14285714285,1.657181118179
2022-01-13,California,State,Total,943.0,100.0,853.42857142857,100.0
2022-01-13,California,State,Alpha,0.0,0.0,0.0,0.0
2022-01-13,California,State,Other,1.0,0.11,1.85714285714,0.217609641781
2022-01-13,California,State,Gamma,0.0,0.0,0.0,0.0
2022-01-13,California,State,Lambda,0.0,0.0,0.0,0.0
2022-01-13,California,State,Mu,0.0,0.0,0.0,0.0
2022-01-13,California,State,Epsilon,0.0,0.0,0.0,0.0
2022-01-13,California,State,Omicron,930.0,98.62,837.42857142857,98.12520924004
2022-01-14,California,State,Other,1.0,0.09,1.71428571428,0.198150594452
2022-01-14,California,State,Delta,11.0,0.95,12.71428571428,1.469616908851
2022-01-14,California,State,Gamma,0.0,0.0,0.0,0.0
2022-01-14,California,State,Lambda,0.0,0.0,0.0,0.0
2022-01-14,California,State,Total,1152.0,100.0,865.14285714285,100.0
2022-01-14,California,State,Mu,0.0,0.0,0.0,0.0
2022-01-14,California,State,Beta,0.0,0.0,0.0,0.0
2022-01-14,California,State,Omicron,1140.0,98.96,850.71428571428,98.332232496697
2022-01-14,California,State,Alpha,0.0,0.0,0.0,0.0
2022-01-14,California,State,Epsilon,0.0,0.0,0.0,0.0
2022-01-15,California,State,Other,1.0,0.1,1.71428571428,0.183318056829
2022-01-15,California,State,Gamma,0.0,0.0,0.0,0.0
2022-01-15,California,State,Epsilon,0.0,0.0,0.0,0.0
2022-01-15,California,State,Beta,0.0,0.0,0.0,0.0
2022-01-15,California,State,Omicron,1001.0,98.82,921.42857142857,98.533455545371
2022-01-15,California,State,Alpha,0.0,0.0,0.0,0.0
2022-01-15,California,State,Total,1013.0,100.0,935.14285714285,100.0
2022-01-15,California,State,Mu,0.0,0.0,0.0,0.0
2022-01-15,California,State,Delta,11.0,1.09,12.0,1.2832263978
2022-01-15,California,State,Lambda,0.0,0.0,0.0,0.0
2022-01-16,California,State,Total,1059.0,100.0,1024.42857142857,100.0
2022-01-16,California,State,Delta,7.0,0.66,11.71428571428,1.143494631153
2022-01-16,California,State,Other,0.0,0.0,1.71428571428,0.16734067773
2022-01-16,California,State,Beta,0.0,0.0,0.0,0.0
2022-01-16,California,State,Lambda,0.0,0.0,0.0,0.0
2022-01-16,California,State,Epsilon,0.0,0.0,0.0,0.0
2022-01-16,California,State,Mu,0.0,0.0,0.0,0.0
2022-01-16,California,State,Alpha,0.0,0.0,0.0,0.0
2022-01-16,California,State,Omicron,1052.0,99.34,1011.0,98.689164691117
2022-01-16,California,State,Gamma,0.0,0.0,0.0,0.0
2022-01-17,California,State,Lambda,0.0,0.0,0.0,0.0
2022-01-17,California,State,Beta,0.0,0.0,0.0,0.0
2022-01-17,California,State,Total,2034.0,100.0,1163.57142857142,100.0
2022-01-17,California,State,Alpha,0.0,0.0,0.0,0.0
2022-01-17,California,State,Omicron,2017.0,99.16,1150.85714285714,98.90730509515
2022-01-17,California,State,Other,4.0,0.2,1.85714285714,0.159607120933
2022-01-17,California,State,Mu,0.0,0.0,0.0,0.0
2022-01-17,California,State,Delta,13.0,0.64,10.85714285714,0.933087783917
2022-01-17,California,State,Epsilon,0.0,0.0,0.0,0.0
2022-01-17,California,State,Gamma,0.0,0.0,0.0,0.0
2022-01-18,California,State,Alpha,0.0,0.0,0.0,0.0
2022-01-18,California,State,Other,5.0,0.31,2.42857142857,0.192743764172
2022-01-18,California,State,Lambda,0.0,0.0,0.0,0.0
2022-01-18,California,State,Epsilon,0.0,0.0,0.0,0.0
2022-01-18,California,State,Mu,0.0,0.0,0.0,0.0
2022-01-18,California,State,Total,1611.0,100.0,1260.0,100.0
2022-01-18,California,State,Delta,9.0,0.56,10.85714285714,0.861678004535
2022-01-18,California,State,Gamma,0.0,0.0,0.0,0.0
2022-01-18,California,State,Beta,0.0,0.0,0.0,0.0
2022-01-18,California,State,Omicron,1597.0,99.13,1246.71428571428,98.945578231293
2022-01-19,California,State,Delta,1.0,0.11,9.14285714285,0.730343489672
2022-01-19,California,State,Gamma,0.0,0.0,0.0,0.0
2022-01-19,California,State,Beta,0.0,0.0,0.0,0.0
2022-01-19,California,State,Lambda,0.0,0.0,0.0,0.0
2022-01-19,California,State,Epsilon,0.0,0.0,0.0,0.0
2022-01-19,California,State,Mu,0.0,0.0,0.0,0.0
2022-01-19,California,State,Omicron,950.0,99.89,1241.0,99.132717106014
2022-01-19,California,State,Alpha,0.0,0.0,0.0,0.0
2022-01-19,California,State,Other,0.0,0.0,1.71428571428,0.136939404314
2022-01-19,California,State,Total,951.0,100.0,1251.85714285714,100.0
2022-01-20,California,State,Total,818.0,100.0,1234.0,100.0
2022-01-20,California,State,Alpha,0.0,0.0,0.0,0.0
2022-01-20,California,State,Lambda,0.0,0.0,0.0,0.0
2022-01-20,California,State,Omicron,805.0,98.41,1223.14285714285,99.120166705256
2022-01-20,California,State,Mu,0.0,0.0,0.0,0.0
2022-01-20,California,State,Other,0.0,0.0,1.57142857142,0.12734429266
2022-01-20,California,State,Epsilon,0.0,0.0,0.0,0.0
2022-01-20,California,State,Gamma,0.0,0.0,0.0,0.0
2022-01-20,California,State,Delta,13.0,1.59,9.28571428571,0.752489002084
2022-01-20,California,State,Beta,0.0,0.0,0.0,0.0
